GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019021701,away,Johnson,Will,1b,NA,starter
2019021701,away,Kerr,Ryland,2b,ss,starter
2019021701,away,Howie,Nick,rf,NA,starter
2019021701,away,Lewis,Aj,c,NA,starter
2019021701,away,Harris,Daniel,ss,NA,starter
2019021701,away,Lucio,Christian,3b,NA,starter
2019021701,away,Botsoe,Chris,cf,NA,starter
2019021701,away,Conklin,Corey,dh,NA,starter
2019021701,away,Weaver,Lyndon,lf,NA,starter
2019021701,away,Kelly,Brennan,p,NA,starter
2019021701,away,Thomason,Logan,pr,ss,sub
2019021701,away,Ludwick,Charles,ph,NA,sub
2019021701,away,Hill,Marcus,cf,NA,sub
2019021701,away,Kerr,Ryland,2b,ss,sub
2019021701,home,Smith,Demarie',cf,NA,starter
2019021701,home,Lingua,Daniel,3b,NA,starter
2019021701,home,Mcdonald,Evan,dh,NA,starter
2019021701,home,Martinez,Alex,2b,NA,starter
2019021701,home,Gilder,Caleb,lf,NA,starter
2019021701,home,Williams,Avery,rf,NA,starter
2019021701,home,Wells,Josh,1b,NA,starter
2019021701,home,Horner,Dalton,c,NA,starter
2019021701,home,ERROR: Christian De La Paz ss,ERROR: Christian De La Paz ss,ss,NA,starter
2019021701,home,Smith,Kyle,p,NA,starter
2019021701,home,Brown,Robert,p,NA,sub
2019021701,home,Hardit,Lorenzo,p,NA,sub
